region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image,min_payment_within_5_years_of_chargeoff
midwest,1,Suit,300.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,1100.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,559.53,1,0,0,,0,,1,0,0,0,0,0,0,0,1
southeast,1,Dormant Judgment,,0,1,1,2442.92,1,465.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,2235.48,1,0,1,2257.64,1,464.0,1,1,1,0,1,0,1,1,1
midwest,1,Dormant Judgment,842.86,1,0,1,1071.86,1,319.0,1,1,1,0,1,0,1,1,1
hi_ak,1,Dormant Judgment,3279.58,1,1,1,3459.58,1,1533.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,16787.88,1,1,1,16881.88,1,1691.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,10605.42,1,0,1,12799.91,1,697.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,1858.53,1,1,1,2193.37,1,499.0,0,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,1671.54,1,1,1,1889.54,1,1010.0,0,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,4310.49,1,0,1,5430.07,1,925.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,1838.15,1,1,1,2094.15,1,539.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,4464.57,1,1,1,4682.57,1,1169.0,0,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,2226.77,1,1,1,3063.44,1,652.0,1,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,,0,0,1,6399.38,1,563.0,1,1,1,1,0,0,1,1,0
southwest,1,Dormant Judgment,,0,1,1,1005.98,1,1055.0,1,1,0,0,0,0,1,1,1
midwest,1,Suit,1120.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,74.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0,1
southwest,1,Suit,350.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southeast,1,Suit,2351.37,1,0,0,,0,,1,0,1,0,0,0,0,0,0
midwest,1,Suit,497.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,670.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
west,1,Suit,6498.04,1,1,1,6928.86,1,1505.0,0,1,1,0,0,0,1,1,0
southwest,1,Suit,340.0,1,0,0,,0,,1,0,1,0,0,0,0,0,1
midwest,1,Suit,432.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,700.0,1,0,0,,0,,1,0,1,0,0,0,0,0,1
southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0,0
southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0,0
northeast,1,Dormant Judgment,953.97,1,0,1,1554.46,1,1620.0,1,1,1,0,1,0,1,1,0
southeast,1,Suit,,0,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,,0,0,0,,0,,1,0,0,0,0,0,0,0,0
southeast,1,Suit,,0,0,0,,0,,1,0,1,0,0,0,0,0,0
southwest,1,Suit,,0,0,0,,0,,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,,0,1,1,10476.3,1,847.0,1,1,1,1,0,1,0,1,0
southwest,1,Dormant Judgment,7643.37,1,1,1,7791.37,1,1324.0,0,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,,0,0,0,1498.56,1,1605.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,5413.06,1,0,1,6503.06,1,601.0,1,1,1,1,0,0,0,1,0
west,1,Dormant Judgment,,0,0,1,4067.21,1,4002.0,1,1,1,0,0,1,0,1,0
southwest,1,Dormant Judgment,,0,0,0,3448.41,1,402.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,1,1,2039.18,1,464.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,4239.87,1,1022.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,3572.12,1,739.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2364.89,1,1090.0,1,1,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,906.2,1,0,1,1075.15,1,803.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,0,0,8146.14,1,1449.0,1,0,1,0,0,0,1,0,0
west,1,Dormant Judgment,1188.11,1,1,1,2371.35,1,1054.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,1691.05,1,1,1,1050.74,1,1468.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,1568.89,1,1,1,1910.89,1,1265.0,1,1,1,0,1,0,1,1,0
southwest,0,Dormant Judgment,525.42,1,1,1,671.42,1,322.0,1,0,1,0,0,0,1,1,1
southwest,1,Dormant Judgment,1281.63,1,1,1,1427.63,1,289.0,1,0,1,0,0,0,1,1,1
southeast,1,Dormant Judgment,,0,1,1,7216.77,1,1069.0,1,1,1,1,0,0,1,1,0
southwest,1,Dormant Judgment,1512.99,1,0,0,1691.99,1,554.0,1,0,1,0,0,0,1,1,1
midwest,1,Dormant Judgment,809.91,1,0,1,914.91,1,394.0,1,1,1,0,1,0,1,1,1
west,1,Dormant Judgment,6878.19,1,0,0,8321.19,1,1593.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,3328.27,1,0,1,3328.27,1,911.0,0,1,1,0,1,0,1,1,1
southeast,1,Dormant Judgment,1193.78,1,1,1,1433.28,1,467.0,0,1,1,0,1,0,1,1,1
southeast,1,Dormant Judgment,2103.87,1,1,1,2343.37,1,428.0,0,1,1,0,1,0,1,1,1
midwest,1,Dormant Judgment,9388.39,1,1,1,9388.39,1,645.0,1,1,1,0,0,0,1,0,0
hi_ak,1,Dormant Judgment,1649.4,1,1,1,2061.75,1,673.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,7458.16,1,1,1,8842.58,1,1139.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,3377.79,1,1,1,3261.79,1,1075.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,1467.62,1,1,1,1348.62,1,1734.0,1,0,0,0,0,0,0,0,0
west,1,Dormant Judgment,,0,1,1,15143.18,1,1442.0,1,1,1,1,0,0,1,0,0
southeast,1,Dormant Judgment,892.68,1,1,1,1003.21,1,1854.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,4557.04,1,1,1,4441.04,1,1071.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,8958.63,1,1,1,9458.63,1,1485.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,9737.56,1,1,1,9336.56,1,620.0,1,0,0,0,0,0,0,1,0
west,1,Dormant Judgment,,0,1,1,1907.04,1,1797.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,5937.14,1,1,1,5821.14,1,1188.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,4187.33,1,1,1,4441.89,1,1756.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,1,1,3120.49,1,2074.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,,0,1,1,3862.17,1,1733.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,3052.37,1,2304.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,3066.44,1,0,1,4463.84,1,1196.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,5093.53,1,1,1,7815.36,1,2120.0,1,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,2100.43,1,1,1,2256.95,1,578.0,1,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,855.69,1,1,1,1259.21,1,770.0,1,1,1,1,1,0,1,1,0
midwest,1,Dormant Judgment,1446.3,1,0,1,1744.1,1,1769.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,3235.73,1,639.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,2711.04,1,0,1,4184.58,1,348.0,1,0,0,0,0,0,1,1,0
midwest,0,Dormant Judgment,1542.0,1,1,1,1726.83,1,1017.0,1,0,1,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,1,1,10798.84,1,1276.0,1,0,0,0,0,0,0,1,0
southeast,1,Dormant Judgment,2041.31,1,0,1,2531.06,1,996.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,474.97,1,1,1,1071.42,1,1172.0,1,1,0,1,0,0,1,1,0
southwest,1,Dormant Judgment,,0,0,1,2979.16,1,464.0,1,1,0,1,0,0,1,1,0
midwest,1,Dormant Judgment,,0,0,1,2516.21,1,1232.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,1572.84,1,0,1,1528.0,1,600.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,4654.72,1,1,1,4118.35,1,699.0,1,1,1,1,0,0,1,1,1
southeast,1,Dormant Judgment,1008.46,1,0,1,1225.36,1,706.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,629.54,1,803.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1359.84,1,851.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,1216.19,1,0,1,1625.79,1,944.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,4391.79,1,532.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,2127.32,1,471.0,1,0,1,0,1,0,1,1,0
west,1,Dormant Judgment,5285.75,1,0,1,6387.43,1,1526.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,2544.97,1,1287.0,1,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1403.77,1,685.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,3676.34,1,1236.0,1,1,1,1,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,1302.11,1,807.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,1758.87,1,1152.0,1,1,1,1,1,0,0,1,0
west,1,Dormant Judgment,3814.54,1,0,1,5678.15,1,1557.0,1,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,837.21,1,1009.0,1,0,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,1118.19,1,1007.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,,0,1,1,2782.85,1,1251.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,,0,1,1,4545.1,1,1144.0,1,1,0,0,0,0,1,1,1
midwest,1,Dormant Judgment,,0,0,1,978.41,1,1473.0,1,1,1,0,1,0,1,1,0
southwest,1,Dormant Judgment,3967.63,1,1,1,5467.63,1,904.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,1716.46,1,1,1,2007.46,1,981.0,1,0,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2930.63,1,1,1,3220.63,1,1286.0,1,1,0,0,0,0,1,1,0
midwest,1,Dormant Judgment,1686.71,1,0,1,1837.43,1,949.0,1,1,1,0,0,0,1,1,0
southwest,1,Dormant Judgment,,0,1,1,4235.69,1,923.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,2591.22,1,1,1,2951.22,1,1225.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,1462.64,1,1,1,1675.64,1,622.0,1,0,1,0,0,0,0,0,1
midwest,1,Dormant Judgment,3852.9,1,1,1,4515.53,1,1286.0,1,0,1,0,0,0,0,0,0
southeast,1,Dormant Judgment,1341.64,1,0,1,1741.87,1,1268.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2205.18,1,627.0,1,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,8378.55,1,3503.0,1,0,1,0,1,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,9577.24,1,388.0,1,1,1,0,1,0,1,1,1
midwest,1,Dormant Judgment,,0,0,1,8026.26,1,384.0,1,1,1,0,1,0,1,1,1
midwest,1,Dormant Judgment,,0,0,1,1908.37,1,531.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,2504.91,1,631.0,1,1,1,0,0,0,1,1,1
northeast,1,Dormant Judgment,,0,1,1,2618.94,1,1791.0,1,1,1,1,1,0,1,1,0
midwest,1,Dormant Judgment,,0,0,0,7291.85,1,1475.0,1,1,1,1,1,0,0,1,0
midwest,1,Dormant Judgment,,0,1,1,1273.48,1,899.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1693.45,1,396.0,0,1,1,0,1,0,1,0,0
southeast,1,Dormant Judgment,,0,1,1,4580.65,1,1047.0,1,0,1,0,0,0,1,1,1
southeast,1,Dormant Judgment,,0,1,1,3674.52,1,1397.0,1,1,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,1404.76,1,1466.0,1,0,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,9060.75,1,1881.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,5313.72,1,0,1,6194.02,1,766.0,1,1,1,0,1,0,1,1,0
west,1,Dormant Judgment,,0,0,1,1688.61,1,756.0,1,1,1,1,1,0,1,1,0
midwest,1,Dormant Judgment,,0,0,1,4898.77,1,1756.0,0,1,1,0,0,0,0,1,0
midwest,1,Suit,2294.58,1,1,1,2294.58,1,242.0,0,1,1,1,1,0,1,1,1
northeast,1,Dormant Judgment,4481.3,1,1,1,2638.68,1,1330.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,9495.51,1,1,1,10224.68,1,2496.0,1,1,1,0,1,0,0,1,1
midwest,1,Dormant Judgment,13872.9,1,0,1,13872.9,1,1603.0,0,1,1,0,0,0,0,0,0
west,1,Dormant Judgment,8876.64,1,1,1,19455.97,1,4121.0,1,1,1,1,0,0,1,1,1
southeast,1,Dormant Judgment,927.77,1,1,1,1145.28,1,1219.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,35921.57,1,2535.0,1,1,1,0,0,1,1,1,0
northeast,1,Dormant Judgment,,0,1,1,1336.81,1,1836.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,16191.61,1,979.0,1,1,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,3590.66,1,0,0,3772.39,1,242.0,1,0,0,0,0,0,1,1,1
northeast,1,Dormant Judgment,7508.18,1,0,1,8039.76,1,653.0,0,1,1,0,0,0,0,1,1
northeast,1,Dormant Judgment,2120.34,1,1,1,2845.73,1,471.0,1,1,1,0,1,0,1,1,1
northeast,1,Dormant Judgment,3193.95,1,1,1,3841.15,1,928.0,1,1,0,1,0,0,1,1,0
midwest,1,Dormant Judgment,5785.91,1,0,1,7000.18,1,1185.0,1,1,1,0,0,1,1,1,0
southeast,1,Dormant Judgment,3307.2,1,0,1,3399.7,1,1859.0,1,1,1,1,1,0,1,1,0
midwest,1,Dormant Judgment,522.35,1,1,1,696.5,1,1678.0,1,1,1,0,0,1,1,1,0
midwest,1,Dormant Judgment,1947.47,1,0,1,1972.44,1,523.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,2190.06,1,1,1,2010.06,1,1035.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,8383.8,1,1,1,8788.8,1,1810.0,1,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,1848.27,1,1,1,2185.77,1,1212.0,1,0,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,5966.29,1,0,0,,0,,1,0,1,0,0,0,0,0,1
northeast,1,Dormant Judgment,2149.83,1,0,0,2413.62,1,1435.0,1,1,0,0,0,0,0,0,0
midwest,1,Dormant Judgment,1369.64,1,0,0,,0,,1,0,1,0,0,0,0,0,1
southwest,1,Dormant Judgment,9383.44,1,0,0,,0,,1,0,0,0,0,0,0,0,1
southwest,1,Dormant Judgment,3197.67,1,1,1,4358.17,1,1202.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,4460.4,1,1,1,4460.4,1,1403.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,2410.81,1,1,1,2880.82,1,806.0,1,1,0,0,0,0,0,0,1
southwest,1,Dormant Judgment,7488.69,1,1,1,10365.66,1,1390.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,954.73,1,1,1,2037.98,1,1400.0,1,1,0,0,0,0,0,0,1
southeast,1,Dormant Judgment,1174.18,1,1,1,1438.31,1,1349.0,1,1,1,0,0,0,1,1,1
northeast,1,Dormant Judgment,11135.5,1,0,0,,0,,1,0,1,0,0,0,0,0,1
southwest,1,Dormant Judgment,1616.86,1,1,1,1616.86,1,1417.0,1,0,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,2456.89,1,1,1,3931.02,1,804.0,1,1,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,2279.97,1,1,1,3039.96,1,1503.0,1,1,0,0,0,0,0,1,0
southwest,1,Dormant Judgment,2565.29,1,1,1,2686.29,1,1293.0,1,1,0,0,0,0,0,0,0
southwest,1,Dormant Judgment,3558.08,1,1,1,4744.1,1,1184.0,1,1,0,0,0,0,0,0,0
midwest,1,Dormant Judgment,,0,0,1,3008.69,1,1703.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,8123.21,1,1,1,8985.17,1,448.0,1,1,1,0,0,0,1,0,0
northeast,1,Dormant Judgment,10465.33,1,1,1,25875.48,1,2138.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,,0,0,1,7645.9,1,994.0,1,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,2988.22,1,0,1,3136.13,1,440.0,1,1,1,0,1,0,0,0,1
northeast,1,Dormant Judgment,3107.32,1,0,1,2537.34,1,698.0,1,1,1,0,1,0,1,1,1
west,1,Dormant Judgment,20424.14,1,1,1,21034.14,1,1151.0,1,1,1,1,0,0,1,1,1
northeast,1,Dormant Judgment,641.84,1,0,1,708.68,1,1506.0,1,1,1,0,1,0,1,0,0
northeast,1,Dormant Judgment,3869.01,1,1,1,4018.39,1,1012.0,1,0,1,0,1,0,1,0,0
midwest,1,Dormant Judgment,1118.61,1,1,1,1327.61,1,1908.0,1,1,1,0,1,0,1,0,0
midwest,1,Dormant Judgment,1220.4,1,0,1,1497.72,1,952.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,1573.41,1,0,1,2658.49,1,797.0,1,1,1,0,1,0,1,1,0
midwest,1,Dormant Judgment,1495.68,1,0,1,1754.27,1,771.0,1,1,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,8357.14,1,0,1,5977.81,1,2339.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,7599.43,1,0,1,9546.16,1,740.0,1,1,1,0,0,0,1,1,1
west,1,Dormant Judgment,5166.77,1,0,1,6265.66,1,608.0,1,1,1,0,0,0,1,1,0
west,1,Dormant Judgment,2978.1,1,1,1,7048.31,1,3819.0,1,1,1,1,0,1,1,1,1
west,1,Dormant Judgment,3549.6,1,1,1,3849.1,1,1321.0,1,1,1,0,0,1,1,1,0
west,1,Dormant Judgment,2079.7,1,1,1,2379.2,1,921.0,1,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,2813.02,1,1,1,3226.32,1,141.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,2626.09,1,0,1,2990.2,1,469.0,1,1,1,1,0,0,1,1,0
west,1,Dormant Judgment,1543.98,1,0,0,2235.1,1,733.0,1,0,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,1096.21,1,0,0,1210.04,1,716.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,,0,1,1,7664.53,1,1432.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,1482.7,1,1,1,1000.0,1,796.0,1,0,1,0,0,0,1,1,0
west,1,Dormant Judgment,,0,1,1,4433.09,1,1414.0,1,1,1,0,0,1,1,1,0
west,1,Dormant Judgment,,0,1,1,12714.98,1,1607.0,1,0,1,0,0,0,1,0,0
midwest,0,Dormant Judgment,,0,1,1,8254.87,1,1463.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,300.0,1,1,1,479.0,1,71.0,1,1,1,0,0,0,1,1,1
southeast,1,Dormant Judgment,1320.0,1,1,1,1472.0,1,217.0,1,0,1,0,0,0,1,0,0
southeast,1,Dormant Judgment,1320.0,1,1,1,1327.85,1,103.0,1,1,1,0,0,0,1,1,1
southeast,1,Dormant Judgment,1320.0,1,1,1,1477.58,1,116.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,300.0,1,1,1,476.0,1,291.0,1,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,560.0,1,1,1,727.33,1,158.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,900.0,1,1,1,969.6,1,82.0,1,1,1,0,1,0,1,1,1
southeast,1,Dormant Judgment,300.0,1,1,1,390.0,1,99.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,360.0,1,1,1,469.0,1,1638.0,1,1,1,0,0,0,1,1,1
southeast,1,Dormant Judgment,900.0,1,1,1,1095.73,1,125.0,1,1,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,300.0,1,1,1,486.0,1,2760.0,1,1,1,0,0,0,0,0,1
southeast,1,Dormant Judgment,744.0,1,1,1,900.99,1,341.0,1,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,744.0,1,1,1,870.0,1,149.0,0,1,1,0,1,0,1,1,1
southeast,1,Dormant Judgment,744.0,1,1,1,948.37,1,751.0,1,0,1,0,0,0,1,0,0
southeast,1,Dormant Judgment,560.0,1,1,1,722.96,1,93.0,1,1,1,0,1,0,1,1,0
southeast,1,Dormant Judgment,300.0,1,1,1,390.0,1,79.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,300.0,1,1,1,372.0,1,82.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,1320.0,1,1,1,1507.29,1,174.0,1,1,1,1,0,0,1,1,0
southeast,1,Suit,420.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
northeast,1,Suit,240.0,1,0,0,,0,,1,0,0,0,0,0,0,0,1
southeast,1,Suit,420.0,1,0,0,,0,,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,5556.01,1,1,1,6705.65,1,501.0,1,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,19386.18,1,1,1,21690.84,1,474.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,3007.59,1,1288.0,1,0,0,0,0,0,1,1,1
southeast,1,Dormant Judgment,1617.82,1,0,1,2704.27,1,1288.0,0,1,1,1,0,0,1,1,0
northeast,1,Dormant Judgment,1082.71,1,0,1,1312.71,1,1356.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,1169.15,1,1,1,1370.15,1,581.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,811.12,1,0,1,992.2,1,339.0,1,1,1,1,0,1,1,0,0
west,1,Dormant Judgment,2621.89,1,0,1,3217.46,1,28.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,1105.9,1,0,1,714.33,1,1170.0,1,1,1,0,1,0,0,1,0
southeast,1,Dormant Judgment,7372.74,1,0,0,8338.53,1,152.0,1,0,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,1370.78,1,1,1,2529.32,1,956.0,1,1,1,0,1,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,522.89,1,952.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,0,1,842.39,1,901.0,1,1,1,0,1,0,1,0,0
southeast,1,Dormant Judgment,702.97,1,0,1,811.97,1,362.0,1,1,1,0,1,0,1,1,1
west,1,Dormant Judgment,,0,0,1,7115.32,1,699.0,1,0,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,1830.39,1,1,1,1617.71,1,1156.0,1,1,1,0,1,0,1,0,0
southeast,1,Dormant Judgment,,0,1,1,3021.52,1,1398.0,1,1,1,0,0,0,1,1,1
midwest,1,Dormant Judgment,,0,1,1,2349.18,1,1635.0,0,1,1,0,0,0,1,0,0
midwest,1,Dormant Judgment,,0,0,1,1404.1,1,1048.0,1,0,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,1803.53,1,799.0,1,0,1,0,0,0,0,0,1
southeast,1,Dormant Judgment,,0,1,1,3640.26,1,1558.0,1,1,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,,0,0,1,1178.98,1,844.0,1,1,1,0,0,0,1,0,0
northeast,1,Dormant Judgment,,0,1,1,1654.35,1,1021.0,1,1,1,1,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,1658.52,1,974.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,1532.68,1,889.0,1,1,1,1,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,2197.27,1,675.0,1,1,1,0,0,0,1,1,0
northeast,1,Dormant Judgment,,0,1,1,4362.59,1,592.0,1,1,1,0,1,0,1,0,0
midwest,1,Dormant Judgment,,0,1,1,1965.89,1,654.0,1,1,1,0,0,0,1,0,1
midwest,1,Dormant Judgment,,0,0,1,4244.49,1,1378.0,1,1,1,0,0,1,1,0,0
southeast,0,Dormant Judgment,,0,1,1,9888.37,1,900.0,1,1,1,0,0,0,0,0,1
northeast,1,Dormant Judgment,1498.07,1,1,1,1610.58,1,1494.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,3219.61,1,1,1,3453.97,1,911.0,1,0,1,0,0,0,0,0,0
northeast,1,Dormant Judgment,,0,1,1,6181.25,1,971.0,1,0,1,0,0,0,0,0,0
midwest,1,Dormant Judgment,,0,1,1,5410.1,1,736.0,1,1,1,1,0,0,1,1,0
southeast,0,Dormant Judgment,,0,1,1,8399.83,1,93.0,1,1,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,,0,1,1,3143.92,1,717.0,0,1,1,0,0,0,0,1,0
northeast,1,Dormant Judgment,,0,1,1,8294.01,1,323.0,0,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,1139.0,1,978.0,1,1,1,0,0,0,0,1,0
southeast,1,Dormant Judgment,,0,1,1,3903.62,1,1635.0,1,1,1,0,0,1,1,1,0
southeast,1,Dormant Judgment,,0,1,1,9479.18,1,870.0,0,1,1,0,0,0,1,1,0
southeast,1,Dormant Judgment,,0,1,1,10982.04,1,957.0,1,1,1,0,0,0,0,1,0
midwest,1,Dormant Judgment,,0,0,1,1594.69,1,1725.0,1,1,1,0,1,0,0,1,0
midwest,1,Dormant Judgment,,0,1,1,5701.31,1,1644.0,1,0,1,0,0,0,1,1,0
midwest,1,Dormant Judgment,,0,1,1,5641.53,1,854.0,1,1,1,1,0,0,1,0,0
midwest,1,Dormant Judgment,,0,1,1,8286.53,1,1627.0,1,0,1,0,0,0,0,0,0
