min_payment_within_5_years_of_chargeoff_predicted,obj1_predicted_proba,region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image
0,0.4043095680077871,southwest,1,Suit,6742.72,1,1,1,6896.72,1,988.0,1,1,1,0,0,0,1,1
1,0.7660357437133789,southeast,1,Suit,18110.87,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6162565162181854,midwest,1,Suit,5192.45,1,1,1,5192.45,1,973.0,1,1,1,0,0,0,1,1
1,0.6757155009110768,midwest,1,Suit,4861.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7538587808609009,midwest,1,Suit,17666.43,1,0,0,,0,891.0,1,1,1,1,0,0,0,0
1,0.7649073217709859,southeast,1,Suit,14004.39,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.3663657914002737,southeast,1,Dormant Judgment,,0,1,1,3641.53,1,105.0,1,1,1,0,1,0,1,1
1,0.5038985171318053,southwest,1,Suit,9023.22,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5758944494724273,southeast,1,Suit,76810.46,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4978234912554423,southwest,1,Suit,8930.46,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4446873741149902,southeast,1,Suit,5624.57,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4305826731522878,southwest,1,Suit,5689.63,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6616892182826996,midwest,1,Suit,7784.67,1,0,1,7784.67,1,688.0,1,1,1,0,0,0,1,1
1,0.6494227063655853,midwest,1,Suit,6623.0,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4518900280793508,southeast,1,Suit,6999.62,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5043756265640259,southeast,1,Suit,7140.44,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6517376680374146,southeast,1,Suit,9322.96,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5910530828634898,southeast,1,Suit,38617.35,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7727895169258118,southeast,1,Suit,17867.41,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6059210886160532,midwest,1,Suit,9788.15,1,1,1,9788.15,1,1048.0,1,1,1,0,0,0,1,1
1,0.7026831315358479,midwest,1,Suit,12180.4,1,1,1,12180.4,1,702.0,1,1,1,0,1,0,1,1
1,0.6744630352656047,midwest,1,Suit,7327.16,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5656773947874705,southeast,1,Suit,52357.63,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7402892443339031,southeast,1,Suit,11684.19,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.5138231557607651,southeast,1,Suit,11120.75,1,1,1,11490.75,1,856.0,1,1,1,0,0,0,1,1
1,0.5106276378631592,southwest,1,Suit,7957.71,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7369819598197936,midwest,1,Suit,17153.57,1,0,0,,0,911.0,1,1,1,0,1,0,0,0
0,0.3811672288576762,southwest,1,Suit,6864.46,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.44097381869951885,southeast,1,Suit,5998.7,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4081878339449564,southwest,1,Suit,5885.53,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5121967924435933,southwest,1,Suit,8219.44,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4283170430660247,southeast,1,Suit,4046.65,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4782621478239696,southwest,1,Suit,4507.95,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6829914134343464,midwest,1,Suit,5179.29,1,0,0,,0,736.0,1,1,1,0,0,0,0,0
0,0.25995999538898473,southeast,1,Dormant Judgment,,0,1,1,3645.65,1,196.0,1,1,1,0,0,0,1,1
1,0.656596054871877,midwest,1,Suit,13631.94,1,1,1,13631.94,1,642.0,1,1,1,1,0,0,1,1
1,0.6092574423948923,midwest,1,Suit,10315.98,1,1,1,9279.68,1,765.0,1,1,1,0,0,0,1,1
1,0.6668678618272145,midwest,1,Suit,8395.05,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7572143781979879,southeast,1,Suit,20522.5,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6348817987442016,midwest,1,Suit,11926.68,1,1,1,11926.68,1,893.0,1,1,1,0,0,0,1,1
1,0.5859245700041453,midwest,1,Suit,5716.57,1,1,1,5716.57,1,806.0,1,1,1,0,0,0,1,1
1,0.5150189243952433,southwest,1,Suit,7177.94,1,0,1,,0,,1,1,0,0,0,0,0,0
0,0.47690978860855104,southeast,1,Suit,4448.59,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7120300115744272,midwest,1,Suit,24469.45,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7763276484807332,southeast,1,Suit,11308.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5436722832520803,midwest,1,Suit,7803.67,1,1,1,7803.67,1,683.0,1,1,1,0,1,0,0,1
1,0.7438607737223306,midwest,1,Suit,13666.98,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.40086983068784077,southeast,1,Suit,5140.09,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6141164521376292,midwest,1,Suit,9526.15,1,1,1,6334.34,1,1359.0,1,1,1,0,0,0,1,1
0,0.3642227097352345,southwest,1,Suit,8459.24,1,1,1,9665.73,1,833.0,1,1,1,0,0,0,1,1
1,0.6384150214195251,hi_ak,1,Suit,31091.54,1,0,0,,0,,1,1,1,1,0,0,0,0
0,0.4430903657277426,southeast,1,Suit,6129.97,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5854355432987213,midwest,1,Suit,9672.15,1,1,1,9672.15,1,712.0,1,1,1,0,1,0,1,1
1,0.7411425450642904,northeast,1,Suit,9844.0,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4473722375233968,southeast,1,Suit,5649.39,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5113513107299804,midwest,1,Suit,4682.53,1,1,1,4680.74,1,846.0,1,1,1,0,0,0,1,1
1,0.8004517947832743,midwest,1,Suit,10625.01,1,0,1,,0,,1,1,1,0,0,0,0,0
0,0.3592564319769541,southwest,1,Suit,5164.96,1,1,1,5520.21,1,1067.0,1,1,1,1,0,0,1,1
0,0.4835478687286377,southeast,1,Suit,5504.52,1,0,0,,0,,1,1,1,0,1,0,0,0
1,0.6530054960250855,midwest,1,Suit,7805.04,1,1,1,7205.04,1,859.0,1,1,1,0,0,0,1,1
1,0.7785389900207519,midwest,1,Suit,12124.47,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6610541044871013,southeast,1,Suit,8832.33,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6652924550374348,midwest,1,Suit,12306.86,1,1,1,12306.86,1,754.0,1,1,1,0,0,0,1,1
1,0.6375428743362427,midwest,1,Suit,5115.12,1,0,0,,0,708.0,1,1,1,0,0,0,0,1
0,0.11890382170677186,southeast,1,Dormant Judgment,,0,1,1,2833.85,1,398.0,1,1,1,0,1,0,1,1
0,0.20574712747335433,southeast,0,Dormant Judgment,,0,1,1,5573.69,1,32.0,1,0,1,0,0,0,0,0
0,0.18276035873095195,southeast,1,Dormant Judgment,,0,1,1,2941.1,1,408.0,1,0,1,0,0,0,0,1
0,0.17743181453148524,southeast,1,Dormant Judgment,,0,1,1,9034.56,1,46.0,1,0,1,0,0,0,0,1
0,0.48704434744517,midwest,1,Suit,6063.7,1,1,1,6063.7,1,722.0,1,1,1,0,0,0,1,1
1,0.7615627717971801,northeast,1,Suit,13860.79,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6134171495437621,midwest,1,Suit,9876.76,1,1,1,9853.52,1,931.0,1,1,1,1,0,0,1,1
1,0.612577175617218,midwest,1,Suit,10433.85,1,1,1,9381.35,1,1021.0,1,1,1,0,0,0,1,1
1,0.7367121233940124,southeast,1,Suit,15939.64,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7436679946581523,midwest,1,Suit,9401.44,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.8032721204757691,midwest,0,Suit,31429.83,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6403264842828115,midwest,1,Suit,6999.17,1,1,1,5653.71,1,813.0,1,1,1,0,0,0,1,1
1,0.6391040103435516,southwest,1,Suit,19640.43,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7763276484807332,southeast,1,Suit,11301.45,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7582691647211711,northeast,1,Suit,9984.05,1,0,1,,0,,1,1,1,0,0,0,0,0
0,0.42376318868001306,southwest,1,Suit,6438.56,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7403006359736123,midwest,1,Suit,13472.75,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5465933092435201,southwest,1,Suit,8701.2,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.4450456762313843,southeast,1,Suit,6254.81,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5910530828634898,southeast,1,Suit,38292.17,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5946819988091787,southeast,0,Suit,6671.7,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.22384188306331632,southeast,0,Dormant Judgment,1369.84,1,1,1,1500.98,1,851.0,1,0,1,0,0,0,1,1
0,0.2663148411909739,midwest,1,Dormant Judgment,2158.13,1,1,1,2158.13,1,540.0,1,0,1,0,0,0,1,1
1,0.7518881467183431,midwest,1,Suit,11727.08,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.715117159207662,southeast,1,Suit,9746.34,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.39642675304412833,southwest,1,Suit,7040.31,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7526457959810893,southeast,1,Suit,13760.21,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.38955177346865333,southwest,1,Suit,6303.25,1,1,1,6457.25,1,963.0,1,1,1,0,0,0,1,1
1,0.5550790755748748,midwest,1,Suit,4464.26,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7840131468772887,midwest,1,Suit,18186.37,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7755598360697429,southeast,1,Suit,14725.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6616468621889751,southwest,1,Suit,13131.94,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7543175565401714,southeast,1,Suit,10953.93,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7591432577768961,northeast,1,Suit,20305.81,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5995729889074962,southeast,1,Suit,7830.12,1,0,0,,0,914.0,1,1,1,0,1,0,0,0
1,0.5282030477523804,southeast,0,Suit,6232.22,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.3559852795600891,southwest,1,Suit,7776.46,1,1,1,8781.71,1,840.0,1,1,1,0,0,0,1,1
1,0.6210679948329925,southeast,1,Suit,8134.26,1,0,0,,0,,1,1,1,1,0,0,0,0
1,0.6208299694856008,southeast,0,Suit,7373.1,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5470161579449971,southwest,1,Suit,9896.52,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6520685942967733,southwest,1,Suit,11237.42,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.7681933377583823,southeast,1,Suit,14054.64,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7289229539235432,midwest,1,Suit,8936.53,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.11398703992366792,southeast,1,Dormant Judgment,,0,1,1,4084.26,1,446.0,1,1,1,0,0,0,1,1
0,0.13890811401605607,southeast,1,Dormant Judgment,,0,1,1,6110.99,1,396.0,1,0,1,1,0,0,0,0
0,0.09954773966471354,southeast,1,Dormant Judgment,,0,1,1,4183.94,1,441.0,1,0,1,0,0,0,0,0
0,0.1546201668779055,southeast,1,Dormant Judgment,,0,1,1,3571.99,1,29.0,1,0,1,0,0,0,0,0
1,0.6476838927268983,southwest,1,Suit,12505.02,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.590224324941635,midwest,1,Suit,6076.41,1,1,1,6076.41,1,806.0,1,1,1,0,1,0,1,1
1,0.6479074153900148,southwest,1,Suit,14637.86,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5942869594891866,midwest,1,Suit,4962.66,1,1,1,4962.66,1,827.0,1,1,1,0,0,0,1,1
1,0.6146289707024892,midwest,1,Suit,9967.95,1,1,1,9967.95,1,705.0,1,1,1,1,0,0,1,1
1,0.5869168374538422,midwest,1,Suit,9491.1,1,1,1,9491.1,1,716.0,1,1,1,0,0,0,1,1
0,0.29028290092945097,southwest,1,Dormant Judgment,4459.89,1,1,1,4459.89,1,519.0,1,1,0,0,0,0,0,1
1,0.7887496962547302,southeast,1,Suit,15392.77,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5642906807263692,southwest,1,Suit,9671.79,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6969274171988168,midwest,1,Suit,10696.29,1,1,1,10696.29,1,667.0,1,1,1,0,0,0,1,1
0,0.4340209192434946,southwest,1,Suit,5539.82,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7423208165168761,northeast,1,Suit,8278.37,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.36738181900978084,midwest,1,Suit,5850.4,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7125280121167501,midwest,0,Suit,8967.1,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7333655026753745,midwest,1,Suit,9016.61,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7726758004824321,southeast,1,Suit,18713.71,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7235803459485373,midwest,1,Suit,10937.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5092447048823039,southwest,1,Suit,4860.97,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.505292400042216,southeast,1,Suit,4869.43,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.37212720793485643,southeast,1,Suit,6920.73,1,1,1,7290.73,1,859.0,1,1,1,0,1,0,1,1
1,0.5017765621344249,southeast,1,Suit,5943.17,1,0,0,,0,869.0,1,1,1,0,1,0,0,0
1,0.5310888961156209,southwest,1,Suit,16074.52,1,1,1,14055.32,1,1176.0,1,1,1,0,0,0,1,1
0,0.15253446952501937,southeast,1,Dormant Judgment,,0,1,1,3673.15,1,57.0,1,0,1,0,0,0,0,1
0,0.1704283183614413,southeast,1,Dormant Judgment,,0,1,1,4834.61,1,76.0,1,0,1,0,0,0,0,1
0,0.3263282896677653,southeast,1,Dormant Judgment,,0,1,1,2873.87,1,104.0,0,1,1,0,1,0,1,1
0,0.3664428022702535,southeast,1,Dormant Judgment,,0,1,1,3481.15,1,47.0,1,1,1,0,1,0,1,1
0,0.3498669335047404,southeast,1,Dormant Judgment,,0,1,1,3499.46,1,78.0,1,1,1,0,1,0,1,1
0,0.14425050954023996,southeast,1,Dormant Judgment,,0,1,1,2670.91,1,28.0,1,0,1,0,0,0,0,1
0,0.3755637565851212,southeast,1,Dormant Judgment,,0,1,1,6665.17,1,288.0,1,0,1,0,0,0,1,1
0,0.12230791501204173,southeast,1,Dormant Judgment,,0,1,1,1701.3,1,402.0,1,1,1,0,1,0,1,1
0,0.13393962506453194,southeast,1,Dormant Judgment,,0,1,1,3965.88,1,306.0,1,0,1,0,0,0,0,1
0,0.25270022813479104,southeast,1,Dormant Judgment,,0,1,1,2737.82,1,82.0,0,1,1,1,0,1,1,1
0,0.16823164508740107,southeast,1,Dormant Judgment,,0,1,1,11039.27,1,14.0,1,0,1,0,0,0,0,1
0,0.4517466384967168,southeast,1,Dormant Judgment,,0,1,1,6310.77,1,65.0,1,0,1,0,0,0,1,1
0,0.15813494237263997,southeast,1,Dormant Judgment,,0,1,1,3538.47,1,59.0,1,0,1,0,0,0,0,1
0,0.19601487412055332,southeast,1,Dormant Judgment,,0,1,1,5941.0,1,32.0,1,0,1,0,0,0,0,1
1,0.5801584304173787,southwest,1,Suit,8345.23,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.7019962218602498,southeast,1,Suit,10258.81,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6442738962173462,midwest,1,Suit,6700.46,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7782983250617981,midwest,1,Suit,16848.2,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7423441437085471,midwest,1,Suit,8669.16,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6008578567107518,northeast,1,Suit,11339.21,1,1,1,11662.99,1,741.0,1,1,1,0,1,0,1,0
1,0.727883140405019,midwest,1,Suit,21379.15,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5016088288625081,southeast,1,Suit,5233.9,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5176625746091207,midwest,1,Suit,4411.44,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.3077739811738332,southwest,1,Dormant Judgment,2864.35,1,1,1,2864.35,1,402.0,1,0,0,0,0,0,1,0
0,0.4703800617059072,southwest,1,Dormant Judgment,5134.89,1,1,1,5267.22,1,492.0,1,0,0,0,0,0,1,1
0,0.1647019109725952,southwest,1,Dormant Judgment,921.58,1,1,1,1051.08,1,320.0,1,0,0,0,0,0,0,1
1,0.5833574544588724,southwest,1,Dormant Judgment,2112.6,1,1,1,2243.43,1,411.0,1,0,0,0,0,0,1,1
0,0.2069067871173223,southwest,1,Dormant Judgment,3635.19,1,1,1,3771.16,1,347.0,1,0,0,0,0,0,0,1
0,0.21261874061822889,southwest,1,Dormant Judgment,2722.81,1,1,1,2857.31,1,507.0,1,0,0,0,0,0,0,1
0,0.4638805186748504,southeast,1,Dormant Judgment,2780.24,1,1,1,2932.13,1,385.0,0,1,1,0,1,0,1,1
0,0.3408023646275202,southwest,1,Dormant Judgment,3777.26,1,1,1,3777.26,1,462.0,1,0,0,0,0,0,1,1
0,0.15827683633565903,southwest,1,Dormant Judgment,2700.6,1,1,1,2830.1,1,478.0,1,0,0,0,0,0,0,0
1,0.5337319746812184,southwest,1,Dormant Judgment,14548.93,1,1,1,14683.43,1,498.0,1,0,0,0,0,0,1,1
0,0.47336872553825377,southwest,1,Dormant Judgment,2502.16,1,1,1,2635.05,1,433.0,1,0,0,0,0,0,1,1
1,0.5905696905454,midwest,1,Suit,8613.02,1,1,1,8613.02,1,677.0,1,1,1,0,0,0,1,1
1,0.758656640847524,midwest,1,Suit,11358.38,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.43576660664876304,southeast,1,Suit,6868.98,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6197595701217652,southeast,1,Suit,8046.14,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5460045812129976,midwest,1,Suit,4152.14,1,0,0,,0,733.0,1,1,1,0,1,0,0,0
0,0.4709530803362528,midwest,1,Suit,4121.39,1,1,1,4121.39,1,613.0,1,1,1,0,0,0,1,1
1,0.7112122006416322,southeast,1,Suit,9814.06,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4118332726160685,southwest,1,Suit,6187.97,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7700779186884562,southeast,1,Suit,11726.65,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6014373153050739,northeast,1,Suit,4006.56,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6386868956883749,northeast,1,Suit,10359.88,1,0,0,,0,759.0,1,1,1,0,0,0,0,0
0,0.4370933117071787,southeast,1,Suit,4099.1,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.40826811114947,southeast,1,Suit,4837.46,1,1,1,5207.46,1,767.0,1,1,1,0,1,0,1,1
1,0.7795859669049581,southeast,1,Suit,15157.97,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6739746845563253,midwest,1,Suit,6996.74,1,0,1,,0,,1,1,1,0,0,0,0,0
1,0.5712085770765941,midwest,1,Suit,4682.38,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5974902946154276,northeast,1,Suit,4083.11,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6516863444646199,southeast,1,Suit,9104.02,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4924510229428609,southeast,1,Suit,4997.89,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6806641337076822,midwest,1,Suit,10927.32,1,1,1,10927.32,1,987.0,1,1,1,0,0,0,1,1
0,0.14501467784245806,southeast,1,Dormant Judgment,,0,1,1,2695.54,1,17.0,1,0,1,0,0,0,0,1
0,0.14849522457520167,southeast,1,Dormant Judgment,,0,1,1,2219.0,1,20.0,0,0,1,0,0,0,0,1
1,0.645005919456482,southeast,1,Suit,9173.35,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6521153430938722,southwest,1,Suit,12708.82,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.397848699470361,southeast,1,Suit,7493.11,1,1,1,7667.11,1,706.0,1,1,1,0,1,0,1,1
1,0.6596163570086162,southeast,1,Suit,8865.55,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6027947459220886,southwest,1,Suit,16037.27,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7768671209017435,southeast,1,Suit,15121.38,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6998037111759186,northeast,1,Suit,5176.58,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7049532758394877,southeast,1,Suit,10042.19,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5405461773077646,southwest,1,Suit,5217.5,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6097815097967784,midwest,1,Suit,13826.38,1,1,1,13826.38,1,626.0,1,1,1,0,0,0,1,1
1,0.7452509482701619,midwest,1,Suit,9464.88,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5178127631346384,southwest,1,Suit,5309.83,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6318214872678122,southeast,1,Suit,8539.03,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4430950804551443,southeast,1,Suit,6303.73,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7700459322929383,southeast,1,Suit,18458.49,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7893460102081298,midwest,1,Suit,18967.73,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.46031325475374857,southeast,1,Suit,4426.76,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4573656233946482,southwest,1,Suit,7648.23,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.4427189674377442,southwest,1,Suit,6983.68,1,1,1,7137.68,1,673.0,1,1,1,0,0,0,1,1
1,0.5038768787384033,southeast,1,Suit,7099.56,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7631252767244975,southeast,1,Suit,16619.84,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.47626025096575414,southeast,1,Suit,4378.09,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5706790964603425,southwest,1,Suit,75532.02,1,0,1,,0,,1,1,1,0,0,0,0,0
0,0.43871516601244603,southwest,1,Suit,4833.66,1,1,1,4268.76,1,791.0,1,1,1,0,0,0,1,1
1,0.5121967924435933,southwest,1,Suit,8160.21,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.44188077958424893,southwest,1,Suit,6114.59,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6712394587198892,southeast,1,Suit,9915.18,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7736463190714518,southeast,1,Suit,19188.8,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6718242592811585,midwest,1,Suit,12042.61,1,1,1,12042.61,1,641.0,1,1,1,0,0,0,1,1
0,0.4658750140666962,southeast,1,Suit,6364.8,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.44767236876487737,southeast,1,Suit,5827.41,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7324176278114317,northeast,1,Suit,8921.71,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5712600787480673,southeast,0,Suit,4745.52,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7366516512235005,midwest,1,Suit,8159.94,1,0,0,,0,,1,1,1,0,0,0,0,1
1,0.7596136822700501,southeast,1,Suit,13377.83,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.27316461598873143,southeast,1,Dormant Judgment,,0,1,1,3508.25,1,49.0,1,1,1,1,0,0,1,1
0,0.1576759575009346,southeast,1,Dormant Judgment,,0,1,1,2592.17,1,273.0,1,0,1,0,0,0,0,1
0,0.2704550380706787,southeast,1,Dormant Judgment,,0,1,1,6363.29,1,52.0,1,1,1,0,0,0,1,1
0,0.2738774636983871,southeast,1,Dormant Judgment,,0,1,1,4928.34,1,52.0,1,1,1,0,0,0,1,1
0,0.20134563807646436,southeast,1,Dormant Judgment,,0,1,1,7347.09,1,59.0,1,1,1,0,1,0,1,1
0,0.1243125259876251,southwest,1,Dormant Judgment,3490.94,1,1,1,3966.36,1,601.0,1,0,0,0,0,0,0,1
0,0.4996902186075846,southwest,1,Suit,9257.78,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.614647585550944,midwest,1,Suit,10018.34,1,1,1,10018.34,1,802.0,1,1,1,0,0,0,1,1
0,0.16908643783504762,west,1,Dormant Judgment,43394.04,1,1,1,52552.67,1,429.0,1,0,1,0,1,0,1,0
1,0.664825466632843,southwest,1,Suit,13195.0,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.48130141274134314,southeast,1,Suit,5422.33,1,0,0,,0,720.0,1,1,1,0,0,0,0,0
1,0.7084504925409952,southeast,1,Suit,9665.76,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.767777809937795,southeast,1,Suit,13506.58,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.6044056414763133,midwest,1,Suit,10543.87,1,1,1,10543.87,1,842.0,1,1,1,1,1,0,1,1
1,0.7414929302533467,northeast,1,Suit,8563.91,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7853082200686138,northeast,0,Suit,7860.39,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5032328134377797,southwest,1,Suit,8573.18,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.7297386617660522,midwest,1,Suit,15545.02,1,1,1,15545.02,1,882.0,1,1,1,0,0,0,1,1
1,0.7494807481765747,midwest,1,Suit,8097.39,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.44253690083821623,southeast,1,Suit,6055.53,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.21354343402385711,midwest,1,Dormant Judgment,1359.71,1,0,1,1359.71,1,510.0,1,1,1,0,0,0,1,1
1,0.7678268628120423,northeast,0,Suit,20212.9,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7639632186889649,southeast,1,Suit,16493.46,1,0,0,,0,,1,1,1,0,0,0,0,0
1,0.5024136743545532,southeast,1,Suit,5284.36,1,0,0,,0,,1,1,1,0,0,0,0,0
0,0.412571038722992,southeast,1,Suit,10089.43,1,1,1,10459.43,1,744.0,1,1,1,0,0,1,1,1
0,0.4718531277179718,southeast,1,Suit,7016.17,1,0,0,,0,,1,1,1,0,0,0,0,0
