min_payment_within_5_years_of_chargeoff_predicted,obj1_predicted_proba,region,working_age,purchasegroup,chargeoffamt,chargeoffamt_present,judgment_active,acct_post_judgment,judgment_amount,judgment_amount_present,days_between_chargeoff_and_judgment,agency_ever,legal_ever,wage_garnishable_state,bank_account_found,FT_job_found,PT_job_found,verification_completed,contains_judgment_image
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3347678393125534,southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7361546834309894,southwest,1,Suit,1300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7280425959693062,southwest,1,Suit,892.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5389597138563792,southwest,1,Suit,3705.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7329092625118816,southwest,1,Suit,299.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5971952118873597,southwest,1,Suit,580.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7338786300023397,southwest,1,Suit,1440.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.612441359255049,southwest,1,Suit,260.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.45399334328983665,southwest,1,Suit,1008.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3347678393125534,southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7592860698699951,southwest,1,Suit,960.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6097592194407594,southwest,1,Suit,570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7367812425295511,southwest,1,Suit,1086.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5045604909957403,southwest,1,Suit,475.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.45399334328983665,southwest,1,Suit,1008.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7568094531695048,southwest,1,Suit,290.99,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7488340153694153,southwest,1,Suit,1410.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5323899862122915,southwest,1,Suit,477.88,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.612441359255049,southwest,1,Suit,260.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.2629757597380042,northeast,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7461145758628844,southwest,1,Suit,1068.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4706948799883371,southwest,1,Suit,560.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4706948799883371,southwest,1,Suit,560.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6753490544954937,southwest,1,Suit,1140.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.45313297367095945,southwest,1,Suit,2172.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7293710853500973,southwest,1,Suit,205.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6567769855203646,southwest,1,Suit,510.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6791789322716849,southwest,1,Suit,1120.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7533559685389202,southwest,1,Suit,210.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3347678393125534,southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6868783871332804,southwest,1,Suit,1810.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7363937074343363,southwest,1,Suit,840.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.47303198476632435,southwest,1,Suit,350.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7296710383609196,southwest,1,Suit,270.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6791789322716849,southwest,1,Suit,1120.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7742156114930788,southwest,1,Suit,388.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3347678393125534,southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.45313297367095945,southwest,1,Suit,2172.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4540723356670804,southwest,1,Suit,470.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.07574829260508219,midwest,1,Suit,455.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.362101627667745,southwest,1,Suit,2984.25,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5332390721003215,southwest,1,Suit,490.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.39452659879260593,southwest,1,Suit,455.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5137720598432752,southwest,1,Suit,2030.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7296710383609196,southwest,1,Suit,270.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.41788736625596146,southeast,1,Suit,968.17,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6036757783889771,southwest,1,Suit,1991.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7374555940264746,southwest,1,Suit,1245.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7338786300023397,southwest,1,Suit,1440.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6351854531121633,southwest,1,Suit,882.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6351854531121633,southwest,1,Suit,882.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6407632367119394,southwest,1,Suit,3726.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3347678393125534,southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6791789322716849,southwest,1,Suit,1120.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.518023078918457,southwest,1,Suit,1750.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5086320906336346,southwest,1,Suit,1885.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5409937798900913,southwest,1,Suit,450.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.623401741663615,southwest,1,Suit,1210.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6777369394302368,southwest,1,Suit,1792.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6569372509320577,southwest,1,Suit,540.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.714585171699524,southwest,1,Suit,280.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.623401741663615,southwest,1,Suit,1210.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4706948799883371,southwest,1,Suit,560.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5790914202531179,southwest,1,Suit,320.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5662482942316267,southwest,1,Suit,335.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.683889091014862,southwest,1,Suit,1830.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.45313297367095945,southwest,1,Suit,2172.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.518023078918457,southwest,1,Suit,1750.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7125852814780341,southwest,1,Suit,1130.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6868783871332804,southwest,1,Suit,1810.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4540723356670804,southwest,1,Suit,470.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6555836798350017,southwest,1,Suit,741.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4706948799883371,southwest,1,Suit,560.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.712832792599996,southwest,1,Suit,700.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.47303198476632435,southwest,1,Suit,350.0,1,0,0,,0,,1,0,1,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5137720598432752,southwest,1,Suit,2030.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7196630752881367,southwest,1,Suit,620.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5790914202531179,southwest,1,Suit,320.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.35825894999504093,southwest,1,Suit,2970.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6351854531121633,southwest,1,Suit,882.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.49207533152898153,southwest,1,Suit,766.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6868783871332804,southwest,1,Suit,1810.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6544549484252931,southwest,1,Suit,828.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.585193084081014,southwest,1,Suit,1629.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.683972937742869,southwest,1,Suit,2021.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6929447123714226,southwest,1,Suit,880.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5365527458985646,southwest,1,Suit,1575.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7185851967756538,southwest,1,Suit,1280.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5709244376818339,southwest,1,Suit,1448.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6525953341588198,southwest,1,Suit,310.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6987092626359729,southwest,1,Suit,888.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7367812425295511,southwest,1,Suit,1085.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3347678393125534,southwest,1,Suit,760.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5447741595904032,southwest,1,Suit,1570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3774892798264821,southwest,1,Suit,4100.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.612441359255049,southwest,1,Suit,260.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.585193084081014,southwest,1,Suit,1629.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.42544246800740554,southwest,1,Suit,3895.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.47456351200739544,west,1,Suit,665.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.5332390721003215,southwest,1,Suit,490.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4706948799883371,southwest,1,Suit,560.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.1853144117340556,southwest,1,Suit,350.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6134561168670655,southwest,1,Suit,640.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.518023078918457,southwest,1,Suit,1750.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7183703296979269,southwest,1,Suit,858.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6596039175987244,southwest,1,Suit,535.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5755400389518028,southwest,1,Suit,420.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6776306211067886,southwest,1,Suit,685.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5764698286056519,southwest,1,Suit,980.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7526049640973408,southwest,1,Suit,225.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6320618300583051,southwest,1,Suit,3840.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715722019422273,southwest,1,Suit,390.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5332390721003215,southwest,1,Suit,490.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7595803225835165,southwest,1,Suit,395.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.3300305622224299,southwest,1,Suit,455.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5273243830635435,southwest,1,Suit,413.61,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.46978062971433,southeast,1,Suit,4260.8,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.6936095835000404,southwest,1,Suit,1273.65,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6097592194407594,southwest,1,Suit,570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.47303198476632435,southwest,1,Suit,350.0,1,0,0,,0,,1,0,1,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6949834347993264,southwest,1,Suit,1267.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.703856905301412,southwest,1,Suit,695.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4286911633809408,southwest,1,Suit,4080.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6791789322716849,southwest,1,Suit,1120.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6430882296933068,southwest,1,Suit,200.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7186884919802348,southwest,1,Suit,665.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5195963180625249,southwest,1,Suit,325.0,1,0,0,,0,,1,0,0,0,0,0,0,0
0,0.4706948799883371,southwest,1,Suit,560.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.8298517624537151,southwest,1,Suit,250.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7047025442123414,southwest,1,Suit,237.89,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6959149495760599,southwest,1,Suit,756.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6363954412596566,southwest,1,Suit,675.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6097592194407594,southwest,1,Suit,570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.6097592194407594,southwest,1,Suit,570.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7461145758628844,southwest,1,Suit,1060.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7197670811017356,southwest,1,Suit,730.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5756566355228424,southwest,1,Suit,322.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7257508024829213,southwest,1,Suit,300.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7366957306861877,southwest,1,Suit,1290.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.5174116886608185,southwest,1,Suit,480.0,1,0,0,,0,,1,0,0,0,0,0,0,0
1,0.7715803225835165,southwest,1,Suit,400.0,1,0,0,,0,,1,0,0,0,0,0,0,0
